bathrooms,bedrooms,has_photo,price,square_feet,latitude,longitude,pets_cats,pets_dogs,pets_none,amenities_count,age_in_days,post_hour,post_day_of_week
1.0,2,1,795,792,40.3613,-86.9005,1,1,0,0,0,11,3
1.0,2,1,740,792,41.5835,-93.7597,1,1,0,6,0,11,3
1.0,2,1,695,792,40.3613,-86.9005,1,1,0,0,0,11,3
1.0,2,1,595,792,42.3149,-85.1757,0,0,1,0,0,11,3
1.0,1,1,545,792,38.8842,-94.5213,1,1,0,8,4,11,6
1.0,0,1,3567,793,34.1072,-118.3291,0,0,1,0,0,11,3
1.0,1,1,1333,793,32.8302,-96.7724,0,0,1,0,99,19,1
1.0,1,1,959,793,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,2,1,760,793,32.5548,-94.7807,1,1,0,6,99,1,2
1.0,1,1,2990,794,42.3882,-83.1122,1,1,0,4,0,11,3
1.0,1,1,1999,794,45.6558,-122.5888,1,1,0,4,0,11,3
1.0,2,1,1796,794,29.4624,-98.5253,0,0,1,0,4,11,6
1.0,1,1,1530,794,39.736,-104.9819,1,1,0,11,4,11,6
1.0,1,1,1430,794,39.7821,-104.9641,0,0,1,5,99,18,1
1.0,1,1,1070,794,32.833,-83.6723,1,1,0,11,0,11,3
1.0,1,1,1018,794,40.4448,-79.9725,0,0,1,0,0,11,3
1.0,1,1,995,794,44.8338,-93.3197,1,1,0,10,0,11,3
1.0,1,1,2470,795,34.0372,-118.2972,1,1,0,5,0,11,3
2.0,2,1,2050,795,47.616,-122.3275,1,1,0,0,0,11,3
1.0,1,1,1370,795,43.0724,-89.4003,1,1,0,9,4,11,6
1.0,1,1,1355,795,32.8212,-96.7853,1,0,0,0,0,11,3
1.0,2,1,1217,795,39.1627,-76.6354,1,1,0,1,99,3,2
1.0,1,1,1100,795,30.4415,-91.1012,1,1,0,11,0,11,3
1.0,1,1,1010,795,39.2129,-85.9099,1,1,0,7,0,11,3
1.0,1,1,1007,795,32.696,-97.0878,0,0,1,3,99,2,2
1.0,1,1,999,795,29.4624,-98.5253,0,0,1,1,4,11,6
1.0,2,1,750,795,29.9142,-93.9383,1,1,0,7,0,11,3
1.0,1,1,1775,796,30.3054,-97.7497,1,1,0,6,0,11,3
1.0,1,1,1463,796,39.8502,-104.9699,1,1,0,2,99,20,1
1.0,1,1,1440,796,32.833,-83.6723,1,1,0,8,0,11,3
1.0,1,1,1395,796,39.905,-74.9965,1,1,0,4,99,2,2
2.0,2,1,1330,796,30.234,-97.716,0,0,1,2,0,11,3
1.0,1,1,1205,796,32.8261,-96.7472,1,1,0,14,99,20,1
1.0,2,1,1115,796,43.0724,-89.4003,0,0,1,3,4,11,6
1.0,1,1,1060,796,36.1198,-115.0497,0,0,1,10,99,18,1
1.0,2,1,945,796,39.3191,-76.6126,1,1,0,2,0,11,3
1.0,1,1,894,796,29.4624,-98.5253,0,0,1,1,0,11,3
1.0,1,0,2914,797,40.8488,-73.9736,0,0,1,0,99,0,2
1.0,1,1,1610,797,39.0521,-77.119,0,0,1,3,99,23,1
1.0,1,1,1522,797,38.9253,-76.7155,1,1,0,3,99,20,1
1.0,1,1,1380,797,32.829,-96.8458,0,0,1,7,99,21,1
1.0,1,1,1346,797,35.9517,-79.071,1,1,0,5,4,11,6
1.0,1,1,1247,797,34.0007,-84.4665,1,1,0,0,99,3,2
1.0,1,1,1202,797,34.0007,-84.4665,1,1,0,0,99,3,2
1.0,1,1,1003,797,30.5118,-97.6873,0,0,1,2,0,11,3
1.0,1,1,980,797,39.7953,-86.1387,1,1,0,7,0,11,3
1.0,1,1,940,797,35.6217,-97.4702,0,0,1,3,99,3,2
1.0,1,1,890,797,35.6217,-97.4702,0,0,1,3,99,3,2
1.0,1,1,880,797,35.6217,-97.4702,0,0,1,3,99,3,2
1.0,1,1,825,797,30.4415,-91.1012,1,1,0,9,0,11,3
1.0,1,1,2355,798,40.3663,-74.6688,0,0,1,3,99,4,2
1.0,1,1,2095,798,38.4498,-122.7129,1,1,0,0,0,11,3
1.0,1,1,1955,798,36.137,-86.783,0,0,1,5,3,12,6
1.0,1,1,1240,798,36.1036,-80.2159,0,0,1,0,99,18,1
1.0,1,1,935,798,44.7594,-93.2817,1,1,0,9,4,11,6
1.0,1,1,845,798,29.7714,-95.4343,1,0,0,3,0,11,3
1.0,2,1,750,798,40.1145,-88.2723,1,1,0,4,0,11,3
1.0,1,1,1299,799,32.8212,-96.7853,1,1,0,0,0,11,3
1.0,1,1,1064,799,38.9954,-94.6422,1,1,0,7,0,11,3
1.0,1,1,1039,799,37.0835,-113.5823,1,1,0,9,0,11,3
1.0,1,1,2875,800,32.7876,-117.1265,1,1,0,0,3,12,6
1.5,1,1,2700,800,34.0372,-118.2972,1,1,0,0,0,11,3
1.0,1,1,2655,800,34.0799,-118.4876,0,0,1,12,99,21,1
1.0,1,1,2600,800,37.7904,-122.2151,0,0,1,0,0,11,3
1.0,1,1,2550,800,40.722,-74.0644,1,1,0,2,99,4,2
1.0,1,1,2300,800,41.0155,-73.6756,0,0,1,0,3,12,6
1.0,1,1,2221,800,34.07,-118.3501,0,0,1,6,99,20,1
1.0,1,1,2205,800,38.8738,-77.1055,1,1,0,3,0,11,3
1.0,2,1,2195,800,37.3108,-121.8645,0,0,1,2,0,11,3
1.0,2,1,2105,800,40.649,-74.3464,1,1,0,7,99,2,2
2.0,2,1,2000,800,32.8113,-79.9947,0,0,1,0,16,11,1
1.5,2,1,1995,800,32.7876,-117.1265,1,1,0,0,0,11,3
1.0,1,1,1995,800,44.9855,-93.3023,0,0,1,0,3,12,6
1.5,2,1,1975,800,34.1656,-118.3916,1,1,0,0,0,11,3
1.0,2,1,1975,800,34.1656,-118.3916,1,1,0,0,3,12,6
1.0,2,1,1950,800,32.7876,-117.1265,1,1,0,0,0,11,3
1.0,1,1,1918,800,47.6146,-122.1684,1,1,0,2,99,0,2
1.5,2,1,1900,800,34.1275,-118.0494,0,0,1,4,99,3,2
1.0,2,1,1885,800,40.2091,-74.0584,0,0,1,7,99,0,2
1.0,1,1,1825,800,34.07,-118.3501,0,0,1,6,99,20,1
1.0,1,1,1795,800,47.616,-122.3275,1,1,0,2,0,11,3
1.0,1,1,1795,800,33.9531,-118.3454,0,0,1,2,3,21,6
1.0,2,1,1795,800,45.5091,-122.6449,1,1,0,0,8,11,2
1.0,1,1,1785,800,34.1677,-118.6141,1,1,0,5,0,11,3
1.5,1,1,1750,800,40.0054,-75.1415,0,0,1,0,0,11,3
1.0,1,1,1750,800,44.9855,-93.3023,1,1,0,7,0,11,3
1.5,2,1,1750,800,40.0264,-75.3344,0,0,1,0,8,11,2
1.0,1,1,1719,800,42.2919,-71.4269,0,0,1,0,11,21,5
1.0,2,1,1700,800,40.0054,-75.1415,1,1,0,0,0,11,3
1.0,1,1,1699,800,33.7848,-84.3922,1,1,0,0,0,11,3
1.0,1,1,1695,800,44.9855,-93.3023,1,1,0,7,4,11,6
1.0,2,1,1675,800,32.7685,-117.0046,1,1,0,0,0,11,3
1.0,1,1,1657,800,47.6124,-122.1427,0,0,1,2,99,0,2
1.0,2,1,1600,800,44.4962,-73.1848,1,1,0,3,99,2,2
1.0,1,1,1600,800,40.722,-74.0644,0,0,1,3,99,3,2
1.0,2,1,1599,800,39.8502,-104.9699,0,0,1,2,99,20,1
1.0,1,1,1595,800,40.6623,-74.2087,0,0,1,0,8,11,2
1.0,2,1,1595,800,41.8625,-87.6825,1,1,0,1,12,11,5
1.0,2,1,1585,800,47.75,-122.24,1,0,0,0,0,11,3
2.0,2,1,1575,800,39.3191,-76.6126,0,0,1,0,0,11,3
1.0,1,1,1555,800,40.1512,-74.0394,0,0,1,0,99,0,2
1.0,2,1,1550,800,43.0724,-89.4003,0,0,1,2,4,11,6
1.0,2,1,1550,800,33.9604,-118.0289,0,0,1,1,22,0,2
1.0,2,1,1486,800,41.8625,-87.6825,1,1,0,1,4,11,6
1.0,2,1,1470,800,43.0724,-89.4003,1,0,0,7,4,11,6
1.0,2,1,1465,800,38.9633,-76.9375,1,1,0,0,0,11,3
1.0,2,1,1450,800,40.7061,-111.9048,1,1,0,0,0,11,3
1.0,1,1,1427,800,39.4228,-77.4164,1,1,0,1,0,11,3
1.0,2,1,1425,800,33.7848,-84.3922,1,1,0,0,8,11,2
1.0,1,1,1400,800,40.0054,-75.1415,1,0,0,0,0,11,3
1.0,1,1,1400,800,35.774,-78.6328,1,1,0,0,99,0,2
1.0,1,0,1375,800,39.266,-76.8455,1,1,0,4,99,2,2
1.0,1,1,1365,800,44.9855,-93.3023,0,0,1,0,0,11,3
1.0,2,1,1365,800,33.7416,-84.2614,1,1,0,0,3,12,6
1.0,1,1,1360,800,32.5807,-97.138,0,0,1,4,99,4,2
1.0,1,1,1350,800,42.7896,-73.9854,1,1,0,0,0,11,3
1.0,1,1,1314,800,39.6554,-105.0224,1,1,0,3,99,21,1
1.0,2,1,1300,800,30.3054,-97.7497,1,1,0,0,3,12,6
1.0,1,1,1300,800,40.2206,-74.7174,0,0,1,1,99,4,2
2.0,1,1,1295,800,44.9405,-93.1027,0,0,1,0,8,11,2
1.0,2,1,1269,800,33.5178,-112.0848,1,1,0,0,0,11,3
1.0,2,1,1264,800,27.3216,-82.4763,0,0,1,0,99,19,1
1.0,1,1,1250,800,44.9235,-93.4704,1,1,0,4,0,11,3
1.0,1,1,1250,800,26.1343,-80.233,0,0,1,3,4,11,6
1.0,2,1,1250,800,41.9049,-71.1027,1,1,0,5,99,1,2
1.0,1,1,1245,800,39.1268,-76.5127,0,0,1,0,0,11,3
1.0,1,1,1225,800,41.8625,-87.6825,0,0,1,0,19,14,4
1.0,1,1,1219,800,42.2711,-83.745,1,1,0,6,0,11,3
1.0,1,1,1199,800,28.5163,-81.3644,1,1,0,5,0,11,3
1.0,2,1,1195,800,45.5091,-122.6449,1,1,0,0,0,11,3
2.5,2,1,1194,800,35.7585,-78.7783,1,1,0,6,99,21,1
1.0,1,1,1185,800,38.8391,-76.9175,0,0,1,3,99,20,1
1.0,1,0,1185,800,34.0007,-84.4665,1,1,0,6,99,3,2
1.0,0,1,1150,800,41.824,-71.4315,0,0,1,3,4,11,6
1.0,1,1,1139,800,29.6533,-82.3656,1,1,0,13,0,11,3
1.0,1,1,1125,800,43.0724,-89.4003,1,1,0,2,8,10,2
1.0,2,1,1100,800,39.6894,-105.1119,0,0,1,0,0,11,3
1.0,2,1,1100,800,47.0181,-122.886,0,0,1,0,3,12,6
1.0,1,1,1070,800,44.8461,-93.1596,1,1,0,11,0,11,3
1.0,1,1,1065,800,43.1921,-89.2195,1,1,0,8,4,11,6
1.0,1,1,1050,800,41.5539,-87.6709,1,0,0,0,0,11,3
1.0,2,1,1049,800,35.8079,-78.6466,1,1,0,2,99,1,2
1.0,2,1,1030,800,43.7012,-85.4657,0,0,1,0,4,11,6
1.0,1,1,1030,800,40.7394,-74.1845,0,0,1,2,99,2,2
1.0,2,1,1025,800,42.9112,-78.8171,1,1,0,5,0,11,3
1.0,2,1,1025,800,38.7388,-104.7078,0,0,1,7,99,1,2
1.0,1,0,1025,800,39.2946,-76.6235,0,0,1,4,99,4,2
1.0,2,1,1015,800,61.1723,-149.8414,1,1,0,1,0,11,3
1.0,2,1,1000,800,39.1471,-86.5136,1,1,0,4,0,11,3
1.0,2,1,999,800,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,2,1,999,800,35.823,-78.6438,1,1,0,2,8,10,2
1.0,1,1,990,800,40.4261,-79.7631,0,0,1,1,99,4,2
1.0,2,1,982,800,41.3498,-72.1062,0,0,1,4,99,4,2
1.0,1,1,979,800,33.5137,-86.7893,1,1,0,4,0,11,3
1.0,2,1,960,800,40.4969,-86.9659,0,0,1,3,0,11,3
1.0,1,1,960,800,39.3754,-76.8054,1,1,0,9,99,4,2
1.0,1,1,959,800,42.2711,-83.745,1,1,0,6,0,11,3
1.0,1,1,950,800,40.0054,-75.1415,0,0,1,2,0,11,3
1.0,2,1,950,800,39.0744,-94.5521,1,1,0,4,4,11,6
1.0,2,1,950,800,39.1103,-94.702,1,1,0,7,4,11,6
1.0,2,0,950,800,41.3534,-72.0368,1,1,0,0,99,4,2
1.0,1,1,940,800,39.4642,-76.8115,0,0,1,7,99,4,2
1.0,1,1,925,800,38.8098,-89.9522,0,1,0,0,0,11,3
1.0,2,1,925,800,30.3054,-97.7497,1,1,0,4,0,11,3
1.0,2,1,915,800,30.4601,-84.2714,1,1,0,6,0,11,3
1.0,2,1,900,800,39.0744,-94.5521,1,0,0,5,4,11,6
1.0,1,1,900,800,35.4815,-97.5355,1,1,0,2,99,4,2
1.0,1,1,895,800,33.5137,-86.7893,1,1,0,3,0,11,3
1.0,2,1,895,800,35.6982,-97.4325,0,0,1,1,99,3,2
1.0,1,1,892,800,35.8079,-78.6466,0,0,1,2,99,2,2
1.0,1,1,879,800,34.7264,-92.348,1,1,0,4,0,11,3
1.0,2,1,875,800,39.7078,-86.3938,1,1,0,6,0,11,3
1.0,1,1,855,800,29.5496,-98.526,0,0,1,3,0,11,3
1.0,1,1,854,800,41.4983,-81.6437,1,1,0,1,99,21,1
2.0,2,1,850,800,32.6692,-96.8751,0,0,1,1,99,22,1
1.0,1,0,850,800,38.8299,-104.8201,0,0,1,2,99,1,2
1.0,1,1,845,800,41.2562,-96.0404,1,0,0,0,0,11,3
1.0,1,1,845,800,41.2562,-96.0404,1,1,0,0,0,11,3
1.0,2,1,825,800,41.2562,-96.0404,1,1,0,0,0,11,3
1.0,1,1,815,800,32.0245,-81.1067,1,1,0,4,0,11,3
1.0,2,1,800,800,38.7918,-104.8265,0,0,1,3,99,1,2
1.0,2,1,800,800,38.8379,-104.8378,0,0,1,2,99,1,2
1.0,1,1,795,800,39.0744,-94.5521,1,1,0,5,4,11,6
1.0,1,1,790,800,42.6101,-82.836,1,0,0,7,0,11,3
1.0,2,1,775,800,41.3995,-82.3634,0,0,1,0,0,11,3
1.0,1,1,775,800,39.0744,-94.5521,1,1,0,7,4,11,6
1.0,2,1,750,800,41.6251,-93.7375,0,0,1,4,0,11,3
1.0,1,1,750,800,38.0172,-84.4931,1,1,0,11,0,11,3
1.0,2,1,750,800,41.5927,-93.6276,0,0,1,4,0,11,3
1.0,1,1,750,800,42.3729,-87.8624,0,0,1,1,11,21,5
1.0,2,1,749,800,35.471,-97.5299,1,1,0,0,0,11,3
1.0,2,1,745,800,38.2855,-104.5792,1,1,0,6,99,2,2
1.0,1,1,729,800,29.4624,-98.5253,1,1,0,0,0,11,3
1.0,2,1,725,800,41.5835,-93.7597,0,0,1,4,0,11,3
1.0,2,1,725,800,41.5835,-93.7597,0,0,1,4,0,11,3
2.0,2,1,725,800,41.4954,-90.3928,1,1,0,6,0,11,3
1.0,1,1,725,800,40.4261,-79.7631,0,0,1,1,99,4,2
1.0,3,1,720,800,42.0259,-93.6516,0,0,1,0,0,11,3
1.0,2,1,720,800,41.2562,-96.0404,0,0,1,0,3,12,6
1.0,1,1,700,800,39.1471,-86.5136,1,1,0,7,0,11,3
1.0,1,1,700,800,34.7754,-84.9497,0,0,1,0,3,12,6
1.0,2,1,695,800,39.0805,-94.3997,0,0,1,4,15,21,1
1.0,1,1,675,800,37.1892,-93.2908,1,1,0,5,0,11,3
1.0,2,1,675,800,41.315,-93.572,1,0,0,4,0,11,3
1.0,2,0,675,800,40.4526,-80.0534,1,1,0,5,99,4,2
1.0,2,1,660,800,38.9401,-92.3167,0,0,1,0,0,11,3
1.0,2,1,660,800,42.0259,-93.6516,0,0,1,0,0,11,3
1.0,2,1,650,800,42.0332,-97.4236,1,1,0,0,0,11,3
1.5,2,1,650,800,48.2469,-101.3017,0,0,1,0,0,11,3
1.0,2,1,630,800,39.76,-94.8272,1,1,0,5,0,11,3
1.0,2,1,629,800,30.7084,-96.347,1,1,0,3,4,11,6
1.0,2,1,625,800,48.2469,-101.3017,0,0,1,0,0,11,3
1.0,2,1,625,800,48.2469,-101.3017,1,1,0,0,0,11,3
1.0,1,1,580,800,32.9158,-96.8961,1,1,0,0,99,21,1
1.0,1,1,555,800,33.7385,-84.2671,1,1,0,2,99,1,2
1.0,1,1,550,800,42.7449,-83.0073,0,0,1,0,4,11,6
1.0,1,1,475,800,36.7944,-89.9608,1,1,0,0,4,11,6
1.0,1,1,910,801,39.1912,-84.4615,1,1,0,7,99,0,2
1.0,1,1,830,801,36.0341,-95.7854,1,1,0,5,0,11,3
1.0,2,1,760,801,41.6475,-93.4713,0,0,1,3,1,22,1
1.0,2,1,632,801,35.5017,-96.8974,0,0,1,1,0,22,2
1.0,1,1,2816,802,34.1056,-118.3668,1,1,0,4,99,21,1
1.0,1,1,1824,802,32.8212,-96.7853,1,1,0,0,0,11,3
1.0,2,1,1695,802,33.2181,-117.3166,0,0,1,0,0,11,3
1.0,1,1,1656,802,39.736,-104.9819,1,1,0,1,0,11,3
1.0,3,1,1365,802,43.0724,-89.4003,1,1,0,11,4,11,6
1.0,1,1,1280,802,30.3054,-97.7497,0,0,1,3,0,11,3
1.0,1,1,1065,802,35.9165,-78.9177,0,0,1,6,99,3,2
1.0,1,1,985,802,30.5118,-97.6873,0,0,1,0,0,11,3
1.0,1,1,985,802,30.4973,-97.8276,0,0,1,0,0,11,3
1.0,1,1,975,802,29.7714,-95.4343,1,0,0,0,0,11,3
1.0,1,1,695,802,48.2469,-101.3017,0,0,1,0,0,11,3
1.0,1,1,1795,803,40.2091,-74.0584,0,0,1,7,99,0,2
1.0,1,1,1475,803,33.9264,-117.2346,1,1,0,3,0,11,3
2.0,2,1,1325,803,34.0985,-117.466,0,0,1,3,11,21,5
1.0,2,1,1180,803,43.0724,-89.4003,1,1,0,0,0,11,3
1.0,1,1,1175,803,38.6274,-90.304,1,1,0,0,16,11,1
1.0,1,1,1079,803,40.4067,-105.0984,1,1,0,5,0,11,3
1.0,2,1,1025,803,32.7583,-97.088,0,0,1,2,99,2,2
1.0,2,1,1025,803,32.7583,-97.088,1,1,0,2,99,2,2
1.0,2,1,1025,803,32.7583,-97.088,0,0,1,2,99,2,2
1.0,1,1,899,803,39.9735,-86.1243,1,1,0,1,0,11,3
1.0,1,1,2145,804,32.8212,-96.7853,1,1,0,0,0,11,3
1.0,1,1,1850,804,41.9784,-70.9751,1,1,0,11,0,11,3
1.0,1,1,1415,804,39.0976,-76.8614,1,1,0,7,0,11,3
1.0,2,1,1358,804,47.3866,-122.1969,1,1,0,8,99,2,2
1.0,2,0,1318,804,47.3866,-122.1969,1,1,0,8,99,2,2
1.0,1,1,1235,804,39.4349,-76.6549,1,1,0,4,99,3,2
1.0,2,1,725,804,40.3613,-86.9005,1,1,0,0,3,12,6
1.0,2,1,600,804,35.8635,-101.9666,0,0,1,3,21,0,3
1.0,1,1,1860,805,39.1527,-76.9306,1,1,0,3,99,21,1
1.0,1,1,1730,805,39.1527,-76.9306,0,0,1,3,99,21,1
1.0,1,1,1730,805,39.1527,-76.9306,0,0,1,3,99,21,1
1.0,1,1,1710,805,34.1132,-117.6615,0,0,1,0,0,11,3
1.0,1,1,1545,805,39.736,-104.9819,1,1,0,1,0,11,3
1.0,1,1,1394,805,39.1695,-77.2694,0,0,1,4,99,23,1
1.0,1,1,1322,805,38.9844,-76.4994,1,1,0,1,0,11,3
1.0,2,1,1025,805,38.8562,-104.772,1,1,0,4,0,11,3
1.0,1,1,975,805,38.6274,-90.304,1,1,0,0,0,11,3
1.5,2,1,563,805,33.4632,-94.0736,0,0,1,5,99,0,2
1.0,1,1,2338,806,38.9348,-77.059,0,0,1,0,0,20,2
1.0,1,1,2249,806,38.9348,-77.059,0,0,1,0,0,20,2
1.0,1,1,1500,806,30.3054,-97.7497,0,0,1,5,0,11,3
1.0,1,1,1400,806,29.7714,-95.4343,1,1,0,9,0,11,3
1.0,1,1,1110,806,30.2989,-81.6324,1,1,0,0,0,11,3
1.0,1,1,940,806,40.4448,-79.9725,1,0,0,10,0,11,3
1.0,1,1,939,806,35.9998,-79.9305,1,1,0,3,99,19,1
1.0,2,1,650,806,39.1984,-96.6052,1,1,0,2,0,11,3
1.0,2,1,595,806,43.1029,-84.692,0,0,1,0,3,12,6
1.0,1,1,1110,807,35.9907,-78.9074,0,0,1,4,0,11,3
1.0,1,1,1095,807,43.6046,-116.2475,1,1,0,0,0,11,3
1.0,1,1,2457,808,47.6869,-122.1896,0,0,1,1,99,2,2
1.0,1,1,1649,808,34.164,-118.4984,0,0,1,0,0,11,3
1.0,2,1,1325,808,43.0724,-89.4003,1,1,0,3,4,11,6
1.0,1,1,1295,808,39.3191,-76.6126,0,0,1,0,0,11,3
1.0,1,1,1205,808,32.833,-83.6723,1,1,0,10,0,11,3
1.0,1,1,1080,808,35.2314,-97.5069,0,0,1,7,99,4,2
1.0,1,1,1055,808,35.2314,-97.5069,0,0,1,7,99,4,2
1.0,1,1,953,808,35.7751,-78.6391,0,0,1,3,99,3,2
1.0,1,1,830,808,35.6264,-77.4386,1,1,0,4,99,3,2
1.0,2,1,820,808,39.022,-94.4645,0,0,1,1,77,21,2
2.0,3,1,400,808,40.1145,-88.2723,0,0,1,2,0,11,3
1.0,1,1,5525,809,37.7599,-122.4379,0,0,1,0,0,11,3
1.0,1,1,2195,809,34.1542,-118.4447,1,1,0,0,0,11,3
1.0,1,1,1247,809,47.3045,-122.3726,0,0,1,6,99,1,2
1.0,1,1,919,809,38.2009,-85.6999,1,1,0,13,4,11,6
1.0,1,1,911,809,29.7714,-95.4343,1,1,0,4,0,11,3
1.0,1,1,845,809,39.4051,-84.5097,0,0,1,4,99,22,1
1.0,1,1,830,809,39.4051,-84.5097,0,0,1,3,99,22,1
1.0,2,1,3010,810,42.328,-71.071,1,0,0,8,99,20,1
1.0,1,1,2095,810,40.7925,-74.0215,0,0,1,5,99,1,2
1.0,1,1,1900,810,30.3054,-97.7497,1,1,0,0,0,11,3
1.0,1,1,1795,810,40.2897,-74.0189,1,1,0,3,99,0,2
1.0,2,1,1550,810,42.7282,-71.1802,0,0,1,1,11,21,5
1.0,2,1,1515,810,33.945,-117.4074,1,0,0,0,0,11,3
1.0,1,1,1425,810,47.5988,-122.1507,0,0,1,0,0,11,3
1.0,2,1,1278,810,38.942,-76.9632,0,0,1,1,99,20,1
1.0,1,1,1200,810,45.2835,-93.3871,1,1,0,11,4,11,6
1.0,1,1,1150,810,42.7509,-73.6189,1,1,0,0,0,11,3
1.0,1,1,855,810,35.6757,-97.4949,1,1,0,0,0,11,3
2.0,2,1,825,810,29.8831,-97.945,1,1,0,4,3,12,6
1.0,2,1,774,810,39.1679,-84.4933,1,1,0,7,4,11,6
1.0,1,1,758,810,35.6217,-97.4702,1,1,0,7,99,3,2
1.0,1,1,731,810,35.6217,-97.4702,1,1,0,6,99,3,2
1.0,2,1,725,810,42.0259,-93.6516,1,0,0,0,4,11,6
1.0,2,1,702,810,39.7528,-84.1744,0,0,1,3,11,21,5
1.0,2,1,700,810,42.0259,-93.6516,0,0,1,0,4,11,6
1.0,1,1,1315,811,29.7714,-95.4343,1,1,0,1,0,11,3
1.0,1,1,1155,811,33.3029,-111.8667,1,1,0,1,0,11,3
1.0,1,1,975,811,41.2562,-96.0404,1,1,0,0,0,11,3
1.0,2,1,958,811,35.7585,-78.7783,1,1,0,7,99,21,1
1.0,1,1,925,811,40.4738,-86.1409,0,0,1,0,0,11,3
1.0,2,1,909,811,35.7585,-78.7783,1,1,0,7,99,21,1
1.0,3,1,600,811,36.2528,-116.0181,0,0,1,1,19,0,5
1.0,2,1,1650,812,44.4962,-73.1848,1,1,0,3,99,2,2
1.0,3,1,1595,812,43.0724,-89.4003,0,0,1,2,4,11,6
1.0,1,1,1277,812,39.065,-76.9815,1,1,0,7,99,1,2
1.0,1,1,1146,812,43.0531,-87.9659,1,1,0,10,4,11,6
1.5,2,1,1100,812,30.3054,-97.7497,0,0,1,0,0,11,3
1.0,2,1,1025,812,35.9907,-78.9074,1,1,0,7,0,11,3
1.0,1,1,1025,812,42.0876,-71.025,0,0,1,1,99,22,1
1.0,1,1,999,812,44.9235,-93.4704,0,0,1,0,8,11,2
1.0,2,1,895,812,43.0531,-87.9659,1,1,0,3,8,10,2
1.0,1,1,891,812,41.6828,-93.7077,1,1,0,4,0,11,3
1.0,1,1,835,812,48.2469,-101.3017,0,0,1,0,0,11,3
1.0,1,1,1365,813,32.9659,-96.9864,1,1,0,2,0,11,3
1.0,1,1,1328,813,32.9314,-97.0956,0,0,1,4,99,4,2
1.0,1,1,815,813,29.7714,-95.4343,0,0,1,2,12,10,5
1.0,1,1,1650,814,39.1649,-76.7156,1,1,0,0,0,20,2
1.0,1,1,1595,814,39.0744,-94.5521,1,1,0,10,4,11,6
1.0,1,1,1240,814,39.9578,-74.8036,1,1,0,10,99,2,2
1.0,1,1,1015,814,33.6795,-84.1596,1,1,0,9,99,2,2
1.0,1,1,995,814,33.6795,-84.1596,1,1,0,9,99,2,2
1.0,2,1,700,814,42.0259,-93.6516,0,0,1,1,4,11,6
1.0,1,1,2595,815,40.789,-74.0122,1,1,0,3,99,2,2
1.0,1,1,2585,815,40.789,-74.0122,0,0,1,3,99,2,2
1.0,2,1,1799,815,47.616,-122.3275,0,0,1,0,0,11,3
1.0,1,1,1570,815,39.1268,-76.5127,1,1,0,15,99,4,2
1.5,2,1,1000,815,38.8562,-104.772,0,0,1,0,0,11,3
1.0,1,1,919,815,34.9674,-78.945,1,1,0,0,0,11,3
1.0,2,1,639,815,39.7942,-84.2701,0,0,1,5,99,2,2
1.0,2,1,539,815,40.8623,-84.5874,1,1,0,5,0,11,3
1.0,2,1,2195,816,33.8056,-118.1696,1,1,0,2,0,11,3
1.0,1,1,1555,816,32.7863,-96.8205,0,0,1,5,99,19,1
1.0,2,1,1195,816,45.6558,-122.5888,0,0,1,0,0,11,3
1.0,2,1,1150,816,47.0758,-122.3959,0,0,1,2,24,21,6
1.0,1,1,1048,816,35.5884,-82.56,1,1,0,13,0,11,3
1.0,2,1,875,816,48.2469,-101.3017,1,1,0,0,0,11,3
1.0,2,1,745,816,42.0259,-93.6516,1,0,0,0,4,11,6
1.0,1,1,1799,817,42.2081,-70.9524,1,1,0,11,0,11,3
2.0,3,1,1595,817,45.2066,-123.2167,0,0,1,0,0,11,3
1.0,1,1,1195,817,42.8587,-73.9562,1,1,0,0,0,11,3
1.0,2,1,1025,817,38.6274,-90.304,1,1,0,1,3,12,6
1.0,1,1,935,817,29.7714,-95.4343,1,1,0,2,0,11,3
1.0,1,1,2148,818,40.8488,-73.9736,0,0,1,1,99,0,2
1.0,1,1,1733,818,39.1649,-76.7156,0,0,1,6,99,3,2
1.0,1,1,1638,818,39.1649,-76.7156,0,0,1,6,99,3,2
1.0,1,1,1631,818,39.1649,-76.7156,0,0,1,6,99,3,2
1.0,1,1,1400,818,35.8455,-78.3386,0,0,1,4,99,1,2
1.0,1,1,1178,818,29.5416,-95.1405,1,1,0,7,0,11,3
1.0,1,1,959,818,29.157,-82.1514,1,1,0,5,0,11,3
1.0,1,1,4300,819,37.7599,-122.4379,0,0,1,0,19,14,4
1.0,1,0,3525,819,40.722,-74.0644,1,1,0,0,99,4,2
1.0,0,1,2900,819,34.0372,-118.2972,1,1,0,0,4,12,6
1.0,1,1,2580,819,40.7766,-74.3914,0,0,1,2,99,1,2
1.0,1,1,1735,819,30.3054,-97.7497,1,1,0,6,0,11,3
1.0,1,1,1401,819,34.0648,-84.0849,1,1,0,12,99,1,2
1.0,2,1,1400,819,38.954,-76.8968,0,0,1,7,99,21,1
1.0,2,1,1250,819,33.7848,-84.3922,1,1,0,0,26,11,5
1.0,1,1,1185,819,43.0724,-89.4003,1,1,0,9,4,11,6
1.0,1,1,1103,819,39.0459,-104.8179,1,1,0,2,99,2,2
1.0,1,1,1005,819,40.4261,-79.7631,0,0,1,2,99,4,2
